case,scenario,branch_id,from_bus,to_bus,closed,available,P_MW,Q_Mvar
ieee69,5,61,61,62,0,1,0.0,0.0
ieee69,5,62,62,63,1,1,-0.030705896633635987,-0.022069863205427254
ieee69,5,63,63,64,1,1,-0.030705896633635987,-0.022069863205427254
ieee69,5,64,64,65,1,1,-0.248525850878476,-0.17751846491319334
ieee69,5,65,11,66,1,1,0.034544133712834935,0.024948541014824244
ieee69,5,66,66,67,1,1,0.017272066856417467,0.012474270507416563
ieee69,5,67,12,68,1,1,0.053735319108856316,0.038382370792042764
ieee69,5,68,68,69,1,1,0.026867659554428158,0.019191185396021382
ieee69,5,69,11,43,1,1,-0.8426690135469173,-0.7072911377703583
ieee69,5,70,13,21,1,1,0.370746230979373,0.33728508333506824
ieee69,5,71,15,46,0,1,0.0,0.0
ieee69,5,72,50,59,1,1,0.09595592698010691,0.06908826742567875
ieee69,5,73,27,65,1,1,0.3051398477967382,0.21781995424484002
ieee69,6,1,1,2,1,1,1.9425042229815226,1.864618790137591
ieee69,6,2,2,3,1,1,1.9425042229815226,1.864618790137591
ieee69,6,3,3,4,1,1,1.731768046037363,1.5749579960958116
ieee69,6,4,4,5,1,1,0.24544799939155482,0.17676185982383075
ieee69,6,5,5,6,1,1,0.24544799939155482,0.17676185982383075
ieee69,6,6,6,7,1,1,0.24312571118770165,0.17479684672826679
ieee69,6,7,7,8,1,1,0.2070409252509542,0.1480012136069142
ieee69,6,8,8,9,1,1,0.10066226175919901,0.07208025309642707
ieee69,6,9,9,10,1,1,0.025009257579924338,0.016970567643523893
ieee69,6,10,10,11,0,1,0.0,0.0
ieee69,6,11,11,12,1,0,0.0,0.0
ieee69,6,12,12,13,1,1,0.0,0.0
ieee69,6,13,13,14,1,1,0.0,0.0
ieee69,6,14,14,15,1,1,0.0,0.0
ieee69,6,15,15,16,1,1,0.0,0.0
ieee69,6,16,16,17,1,1,0.0,0.0
ieee69,6,17,17,18,1,1,0.0,0.0
ieee69,6,18,18,19,1,1,0.0,0.0
ieee69,6,19,19,20,1,1,0.0,0.0
ieee69,6,20,20,21,0,1,0.0,0.0
ieee69,6,21,21,22,1,1,0.0,0.0
ieee69,6,22,22,23,1,1,0.0,0.0
ieee69,6,23,23,24,1,1,0.0,0.0
ieee69,6,24,24,25,1,1,0.0,0.0
ieee69,6,25,25,26,1,1,0.0,0.0
ieee69,6,26,26,27,1,1,0.0,0.0
ieee69,6,27,3,28,1,1,0.08172668102011116,0.05823584265039372
ieee69,6,28,28,29,1,1,0.05850379898161506,0.04162255011515903
ieee69,6,29,29,30,1,1,0.035280916943110086,0.025009257579924338
ieee69,6,30,30,31,1,1,0.035280916943110086,0.025009257579924338
ieee69,6,31,31,32,1,1,0.035280916943110086,0.025009257579924338
ieee69,6,32,32,33,1,1,0.035280916943110086,0.025009257579924338
ieee69,6,33,33,34,1,1,0.022776288153147917,0.01607737987280977
ieee69,6,34,34,35,1,1,0.005359126624266963,0.003572751082847603
ieee69,6,35,3,36,1,1,0.12900949592404842,0.23142495139138575
ieee69,6,36,36,37,1,1,0.10578661388554345,0.21481165885614217
ieee69,6,37,37,38,1,1,0.08256373184704735,0.19819836632090748
ieee69,6,38,38,39,1,1,0.08256373184704735,0.19819836632090748
ieee69,6,39,39,40,1,1,0.061127225349961734,0.18301417421881183
ieee69,6,40,40,41,1,1,0.039690718852885,0.16782998211671618
ieee69,6,41,41,42,1,1,0.03861889352803516,0.16693679434600206
ieee69,6,42,42,43,1,1,0.03861889352803516,0.16693679434600206
ieee69,6,43,43,44,1,1,0.07002592122379525,0.046981676739434874
ieee69,6,44,44,45,1,1,0.07002592122379525,0.046981676739434874
ieee69,6,45,45,46,1,1,0.035012960611897626,0.023490838369717437
ieee69,6,46,4,47,1,1,1.4863200466458082,1.3981961362719808
ieee69,6,47,47,48,1,1,1.4863200466458082,1.3981961362719808
ieee69,6,48,48,49,1,1,1.415758212759588,1.347820346003843
ieee69,6,49,49,50,1,1,1.270582018185653,1.1026403029435006
ieee69,6,50,8,51,1,1,0.03938958068838261,0.02768882089205782
ieee69,6,51,51,52,1,1,0.0032154759745584016,0.0024116069809210217
ieee69,6,52,9,53,1,1,0.048857371057922094,0.035459554497254686
ieee69,6,53,53,54,1,1,0.04501666364386203,0.032333397299764144
ieee69,6,54,54,55,1,1,0.021436506497076735,0.015362829656240251
ieee69,6,55,55,56,1,1,0.0,0.0
ieee69,6,56,56,57,1,1,0.0,0.0
ieee69,6,57,57,58,1,1,0.0,0.0
ieee69,6,58,58,59,0,1,0.0,0.0
ieee69,6,59,59,60,1,1,0.9126924459464281,0.7931507403919191
ieee69,6,60,60,61,1,1,0.9126924459464281,0.7931507403919191
ieee69,6,61,61,62,0,1,0.0,0.0
ieee69,6,62,62,63,1,1,0.0,0.0
ieee69,6,63,63,64,1,1,0.0,0.0
ieee69,6,64,64,65,1,1,0.0,0.0
ieee69,6,65,11,66,1,1,0.03215475974561954,0.023222882038504977
ieee69,6,66,66,67,1,1,0.01607737987280977,0.011611441019248048
ieee69,6,67,12,68,1,1,0.0,0.0
ieee69,6,68,68,69,1,1,0.0,0.0
ieee69,6,69,11,43,1,1,0.036766154320027056,-0.11611441019250712
ieee69,6,70,13,21,1,1,0.0,0.0
ieee69,6,71,15,46,0,1,0.0,0.0
ieee69,6,72,50,59,1,1,1.0020112230175915,0.8574602598831582
ieee69,6,73,27,65,1,1,0.0,0.0
ieee69,7,1,1,2,1,1,2.4575793382035105,2.3258274349160324
ieee69,7,2,2,3,1,1,2.4575793382035105,2.3258274349160324
ieee69,7,3,3,4,1,1,1.7174404288441014,1.5219250810804308
ieee69,7,4,4,5,1,1,0.23718312951903187,0.1708098301739991
ieee69,7,5,5,6,1,1,0.23718312951903187,0.1708098301739991
ieee69,7,6,6,7,1,1,0.23493903877394473,0.16891098415892536
ieee69,7,7,7,8,1,1,0.20006932104261743,0.1430176294079466
ieee69,7,8,8,9,1,1,0.09727270268120591,0.06965312428015125
ieee69,7,9,9,10,1,1,0.024167131100920614,0.016399124675627874
ieee69,7,10,10,11,0,0,0.0,0.0
ieee69,7,11,11,12,1,1,0.5146003750849371,0.5239951889774463
ieee69,7,12,12,13,1,1,0.3411148982533341,0.3997070861727181
ieee69,7,13,13,14,1,1,-0.01923997930485477,0.09157616463598472
ieee69,7,14,14,15,1,1,-0.026144873905113997,0.08682904959830928
ieee69,7,15,15,16,1,1,-0.026144873905113997,0.08682904959830928
ieee69,7,16,16,17,1,1,-0.06541646194411221,0.06093569484732164
ieee69,7,17,17,18,1,1,-0.1172031714460875,0.030726780971166434
ieee69,7,18,18,19,1,1,0.0008631118250335135,0.0005178670950201081
ieee69,7,19,19,20,1,1,0.0008631118250335135,0.0005178670950201081
ieee69,7,20,20,21,0,1,0.0,0.0
ieee69,7,21,21,22,1,1,0.32737831523496297,0.23347174867138776
ieee69,7,22,22,23,1,1,0.32280382256228535,0.23045085728377046
ieee69,7,23,23,24,1,1,0.32280382256228535,0.23045085728377046
ieee69,7,24,24,25,1,1,0.29863669146136473,0.21318862078311795
ieee69,7,25,25,26,1,1,0.29863669146136473,0.21318862078311795
ieee69,7,26,26,27,1,1,0.2865531259109044,0.20455750253278282
ieee69,7,27,3,28,1,1,0.07897473199050431,0.05627489099214067
ieee69,7,28,28,29,1,1,0.05653382453965072,0.04022101104653508
ieee69,7,29,29,30,1,1,0.03409291708879714,0.024167131100920614
ieee69,7,30,30,31,1,1,0.03409291708879714,0.024167131100920614
ieee69,7,31,31,32,1,1,0.03409291708879714,0.024167131100920614
ieee69,7,32,32,33,1,1,0.03409291708879714,0.024167131100920614
ieee69,7,33,33,34,1,1,0.02200935153833683,0.01553601285059436
ieee69,7,34,34,35,1,1,0.005178670950201081,0.003452447300134054
ieee69,7,35,3,36,1,1,0.6611641773688959,0.7476274628434609
ieee69,7,36,36,37,1,1,0.6387232699180423,0.7315735828978465
ieee69,7,37,37,38,1,1,0.6162823624671887,0.715519702952232
ieee69,7,38,38,39,1,1,0.6162823624671887,0.715519702952232
ieee69,7,39,39,40,1,1,0.5955676786664021,0.70084680192668
ieee69,7,40,40,41,1,1,0.5748529948656156,0.6861739009011192
ieee69,7,41,41,42,1,1,0.5738172606755754,0.6853107890760857
ieee69,7,42,42,43,1,1,0.5738172606755754,0.6853107890760857
ieee69,7,43,43,44,1,1,0.06766796708257417,0.04539968199672728
ieee69,7,44,44,45,1,1,0.06766796708257417,0.04539968199672728
ieee69,7,45,45,46,1,1,0.03383398354128708,0.02269984099836364
ieee69,7,46,4,47,1,1,1.4802572993250784,1.3511152509064317
ieee69,7,47,47,48,1,1,1.4802572993250784,1.3511152509064317
ieee69,7,48,48,49,1,1,1.4120714651474842,1.302435743974577
ieee69,7,49,49,50,1,1,1.2498853388304276,1.0655115480030553
ieee69,7,50,8,51,1,1,0.0380632314839513,0.026756466576021154
ieee69,7,51,51,52,1,1,0.0031072025701206485,0.0023304019275904864
ieee69,7,52,9,53,1,1,0.04721221682929766,0.03426553945380384
ieee69,7,53,53,54,1,1,0.04350083598165355,0.031244648066186542
ieee69,7,54,54,55,1,1,0.02071468380078656,0.01484552339056755
ieee69,7,55,55,56,1,1,0.0,0.0
ieee69,7,56,56,57,1,1,0.0,0.0
ieee69,7,57,57,58,1,1,0.0,0.0
ieee69,7,58,58,59,0,1,0.0,0.0
ieee69,7,59,59,60,1,1,0.9038581175677862,0.7664433006291738
ieee69,7,60,60,61,1,1,0.9038581175677862,0.7664433006291738
ieee69,7,61,61,62,0,1,0.0,0.0
ieee69,7,62,62,63,1,1,-0.027619578401054667,-0.019851571975753046
ieee69,7,63,63,64,1,1,-0.027619578401054667,-0.019851571975753046
ieee69,7,64,64,65,1,1,-0.22354596268351123,-0.15967568763107565
ieee69,7,65,11,66,1,1,0.03107202570117984,0.022440907450853587
ieee69,7,66,66,67,1,1,0.01553601285059436,0.011220453725426793
ieee69,7,67,12,68,1,1,0.04833426220184123,0.03452447300131389
ieee69,7,68,68,69,1,1,0.024167131100920614,0.017262236500661388
ieee69,7,69,11,43,1,1,-0.5009706226428001,-0.6361997262317143
ieee69,7,70,13,21,1,1,0.3534499829579296,0.30338380649904906
ieee69,7,71,15,46,0,1,0.0,0.0
ieee69,7,72,50,59,1,1,0.9901693000710665,0.8285873520315423
ieee69,7,73,27,65,1,1,0.2744695603604441,0.19592638428245657
ieee69,8,1,1,2,1,1,2.3194547663840037,2.5267788794115553
ieee69,8,2,2,3,1,1,2.3194547663840037,2.5267788794115553
ieee69,8,3,3,4,1,1,1.6095819464403416,1.5961968911616786
ieee69,8,4,4,5,1,1,0.0429622348021752,0.03217172001464874
ieee69,8,5,5,6,1,1,0.0429622348021752,0.03217172001464874
ieee69,8,6,6,7,1,1,0.04036451827925447,0.02997365218756265
ieee69,8,7,7,8,1,0,0.0,0.0
ieee69,8,8,8,9,1,1,0.0,0.0
ieee69,8,9,9,10,1,1,0.0,0.0
ieee69,8,10,10,11,0,1,0.0,0.0
ieee69,8,11,11,12,1,1,0.5215489858045075,0.6065668081023112
ieee69,8,12,12,13,1,1,0.32072551614783507,0.46269327760200873
ieee69,8,13,13,14,1,1,-0.09502709120727815,0.10600681657001232
ieee69,8,14,14,15,1,1,-0.10302006512396211,0.10051164700229265
ieee69,8,15,15,16,1,1,-0.10302006512396211,0.10051164700229265
ieee69,8,16,16,17,1,1,-0.14848010427509273,0.07053799481473
ieee69,8,17,17,18,1,1,-0.20842740865021803,0.03556873392923876
ieee69,8,18,18,19,1,1,0.000999121739582165,0.0005994730437475226
ieee69,8,19,19,20,1,1,0.000999121739582165,0.0005994730437475226
ieee69,8,20,20,21,0,1,0.0,0.0
ieee69,8,21,21,22,1,1,0.3789668758247533,0.2702624305578549
ieee69,8,22,22,23,1,1,0.3736715306049465,0.26676550446930847
ieee69,8,23,23,24,1,1,0.3736715306049465,0.26676550446930847
ieee69,8,24,24,25,1,1,0.3456961218965571,0.246783069677603
ieee69,8,25,25,26,1,1,0.3456961218965571,0.246783069677603
ieee69,8,26,26,27,1,1,0.33170841754236235,0.23679185228174582
ieee69,8,27,3,28,1,1,0.09141963917207008,0.06514273742096677
ieee69,8,28,28,29,1,1,0.06544247394284497,0.0465590730646781
ieee69,8,29,29,30,1,1,0.039465308713628744,0.027975408708389438
ieee69,8,30,30,31,1,1,0.039465308713628744,0.027975408708389438
ieee69,8,31,31,32,1,1,0.039465308713628744,0.027975408708389438
ieee69,8,32,32,33,1,1,0.039465308713628744,0.027975408708389438
ieee69,8,33,33,34,1,1,0.025477604359425143,0.017984191312541142
ieee69,8,34,34,35,1,1,0.0059947304375107535,0.003996486958337542
ieee69,8,35,3,36,1,1,0.6184531807715921,0.865439250828901
ieee69,8,36,36,37,1,1,0.5924760155423758,0.8468555864726124
ieee69,8,37,37,38,1,1,0.5664988503131507,0.8282719221163237
ieee69,8,38,38,39,1,1,0.5664988503131507,0.8282719221163237
ieee69,8,39,39,40,1,1,0.5425199285630988,0.8112868525433647
ieee69,8,40,40,41,1,1,0.5185410068130558,0.7943017829704146
ieee69,8,41,41,42,1,1,0.5173420607255519,0.7933026612308325
ieee69,8,42,42,43,1,1,0.5173420607255519,0.7933026612308325
ieee69,8,43,43,44,1,1,0.07833114438350108,0.05255380350219774
ieee69,8,44,44,45,1,1,0.07833114438350108,0.05255380350219774
ieee69,8,45,45,46,1,1,0.03916557219175054,0.026276901751094428
ieee69,8,46,4,47,1,1,1.5666197116381664,1.5640251711470299
ieee69,8,47,47,48,1,1,1.5666197116381664,1.5640251711470299
ieee69,8,48,48,49,1,1,1.4876890942109178,1.5076747050344164
ieee69,8,49,49,50,1,1,1.3727007957573356,1.233415787518215
ieee69,8,50,8,51,1,1,0.0,0.0
ieee69,8,51,51,52,1,1,0.0,0.0
ieee69,8,52,9,53,1,1,0.0,0.0
ieee69,8,53,53,54,1,1,0.0,0.0
ieee69,8,54,54,55,1,1,0.0,0.0
ieee69,8,55,55,56,1,1,0.0,0.0
ieee69,8,56,56,57,1,1,0.0,0.0
ieee69,8,57,57,58,1,1,0.0,0.0
ieee69,8,58,58,59,0,1,0.0,0.0
ieee69,8,59,59,60,1,1,0.9735336092793379,0.887220104751858
ieee69,8,60,60,61,1,1,0.9735336092793379,0.887220104751858
ieee69,8,61,61,62,0,1,0.0,0.0
ieee69,8,62,62,63,1,1,-0.03197189566673586,-0.02297980001046085
ieee69,8,63,63,64,1,1,-0.03197189566673586,-0.02297980001046085
ieee69,8,64,64,65,1,1,-0.2587725305526245,-0.18483752182330448
ieee69,8,65,11,66,1,1,0.0359683826250734,0.025977165229225108
ieee69,8,66,66,67,1,1,0.017984191312541142,0.012988582614612554
ieee69,8,67,12,68,1,1,0.05595081741678776,0.039964869583419826
ieee69,8,68,68,69,1,1,0.027975408708389438,0.019982434791705472
ieee69,8,69,11,43,1,1,-0.43301618590454005,-0.736452634248419
ieee69,8,70,13,21,1,1,0.40775963343842925,0.35119129146427674
ieee69,8,71,15,46,0,1,0.0,0.0
ieee69,8,72,50,59,1,1,1.073445783237883,0.9591568700020137
ieee69,8,73,27,65,1,1,0.31772071318816764,0.22680063488588864
ieee69,9,1,1,2,1,1,2.1733950417204273,1.9292819928892513
ieee69,9,2,2,3,1,1,2.1733950417204273,1.9292819928892513
ieee69,9,3,3,4,1,1,1.100765285091816,0.9346878443438111
ieee69,9,4,4,5,1,1,0.293444784217618,0.21132722997331044
ieee69,9,5,5,6,1,1,0.293444784217618,0.21132722997331044
ieee69,9,6,6,7,1,1,0.29066837796228207,0.20897796314187644
ieee69,9,7,7,8,1,1,0.24752729614863078,0.17694250634956
ieee69,9,8,8,9,1,1,0.120346532683131,0.08617537877133152
ieee69,9,9,9,10,1,1,0.029899759672824544,0.020289122635137602
ieee69,9,10,10,11,0,1,0.0,0.0
ieee69,9,11,11,12,1,1,0.7308625439965333,0.648290860620504
ieee69,9,12,12,13,1,1,0.5162249834880228,0.4945206680173886
ieee69,9,13,13,14,1,1,0.03892536108871525,0.11329873218882902
ieee69,9,14,14,15,1,1,0.03038257261076538,0.10742556511023515
ieee69,9,15,15,16,1,1,0.03038257261076538,0.10742556511023515
ieee69,9,16,16,17,1,1,-0.018204536857586717,0.0753901083179187
ieee69,9,17,17,18,1,1,-0.08227545044221962,0.03801540872688136
ieee69,9,18,18,19,1,1,0.0010678485597459542,0.0006407091358440198
ieee69,9,19,19,20,1,1,0.0010678485597459542,0.0006407091358440198
ieee69,9,20,20,21,0,1,0.0,0.0
ieee69,9,21,21,22,1,1,0.40503495871084816,0.28885303541072105
ieee69,9,22,22,23,1,1,0.39937536134420526,0.2851155654516102
ieee69,9,23,23,24,1,1,0.39937536134420526,0.2851155654516102
ieee69,9,24,24,25,1,1,0.3694756016713807,0.26375859425673553
ieee69,9,25,25,26,1,1,0.3694756016713807,0.26375859425673553
ieee69,9,26,26,27,1,1,0.354525721834964,0.25308010865929376
ieee69,9,27,3,28,1,1,0.09770814321656829,0.06962372609530476
ieee69,9,28,28,29,1,1,0.06994408066322677,0.04976174288406021
ieee69,9,29,29,30,1,1,0.04218001810988525,0.029899759672824544
ieee69,9,30,30,31,1,1,0.04218001810988525,0.029899759672824544
ieee69,9,31,31,32,1,1,0.04218001810988525,0.029899759672824544
ieee69,9,32,32,33,1,1,0.04218001810988525,0.029899759672824544
ieee69,9,33,33,34,1,1,0.02723013827346854,0.019221274075391648
ieee69,9,34,34,35,1,1,0.006407091358466843,0.004271394238974935
ieee69,9,35,3,36,1,1,0.974921613412052,0.9249704224501443
ieee69,9,36,36,37,1,1,0.9471575508587105,0.9051084392389086
ieee69,9,37,37,38,1,1,0.9193934883053689,0.8852464560276729
ieee69,9,38,38,39,1,1,0.9193934883053689,0.8852464560276729
ieee69,9,39,39,40,1,1,0.8937651228715104,0.8670930305120272
ieee69,9,40,40,41,1,1,0.8681367574376608,0.8489396049963815
ieee69,9,41,41,42,1,1,0.8668553391659728,0.8478717564366356
ieee69,9,42,42,43,1,1,0.8668553391659728,0.8478717564366356
ieee69,9,43,43,44,1,1,0.0837193270839176,0.056168834242527055
ieee69,9,44,44,45,1,1,0.0837193270839176,0.056168834242527055
ieee69,9,45,45,46,1,1,0.04185966354196324,0.028084417121263527
ieee69,9,46,4,47,1,1,0.8073205008741979,0.7233606143705007
ieee69,9,47,47,48,1,1,0.8073205008741979,0.7233606143705007
ieee69,9,48,48,49,1,1,0.7229604646544363,0.6631339556009408
ieee69,9,49,49,50,1,1,0.4595733363075549,0.3700095259512537
ieee69,9,50,8,51,1,1,0.04709212148470421,0.03310330535206241
ieee69,9,51,51,52,1,1,0.0038442548150818823,0.002883191111306971
ieee69,9,52,9,53,1,1,0.058411316217990006,0.04239358782182734
ieee69,9,53,53,54,1,1,0.05381956741109306,0.03865611786272538
ieee69,9,54,54,55,1,1,0.02562836543384961,0.01836699522759666
ieee69,9,55,55,56,1,1,0.0,0.0
ieee69,9,56,56,57,1,1,0.0,0.0
ieee69,9,57,57,58,1,1,0.0,0.0
ieee69,9,58,58,59,0,1,0.0,0.0
ieee69,9,59,59,60,1,1,0.0,0.0
ieee69,9,60,60,61,1,0,0.0,0.0
ieee69,9,61,61,62,0,1,0.0,0.0
ieee69,9,62,62,63,1,1,-0.03417115391179948,-0.024560516874112537
ieee69,9,63,63,64,1,1,-0.03417115391179948,-0.024560516874112537
ieee69,9,64,64,65,1,1,-0.27657277697366034,-0.1975519835526196
ieee69,9,65,11,66,1,1,0.038442548150783296,0.027764062553341518
ieee69,9,66,66,67,1,1,0.019221274075391648,0.013882031276670759
ieee69,9,67,12,68,1,1,0.05979951934565797,0.04271394238975823
ieee69,9,68,68,69,1,1,0.029899759672824544,0.021356971194874674
ieee69,9,69,11,43,1,1,-0.7767289207235883,-0.7871111733872116
ieee69,9,70,13,21,1,1,0.4687568339213577,0.3753487687499746
ieee69,9,71,15,46,0,1,0.0,0.0
ieee69,9,72,50,59,1,1,0.10678485597439114,0.07688509630155771
ieee69,9,73,27,65,1,1,0.3395758419985473,0.24240162306186086
ieee69,10,1,1,2,1,1,3.336338796524876,2.5100329334335303
ieee69,10,2,2,3,1,1,3.336338796524876,2.5100329334335303
ieee69,10,3,3,4,1,1,2.181147877933345,1.6322840406419914
ieee69,10,4,4,5,1,1,0.25913772640643984,0.18662065522502047
ieee69,10,5,5,6,1,1,0.25913772640643984,0.18662065522502047
ieee69,10,6,6,7,1,1,0.25668591385674233,0.1845460446060443
ieee69,10,7,7,8,1,1,0.21858851885375508,0.15625589980184706
ieee69,10,8,8,9,1,1,0.10627664398110248,0.07610048952328974
ieee69,10,9,9,10,1,1,0.02640413515058171,0.017917091709325206
ieee69,10,10,10,11,0,1,0.0,0.0
ieee69,10,11,11,12,1,1,0.7492840335454964,0.5719324274581705
ieee69,10,12,12,13,1,1,0.5597400633573812,0.43613973239803094
ieee69,10,13,13,14,1,1,0.13752771133688668,0.09948700922809195
ieee69,10,14,14,15,1,1,0.1299836727224335,0.0943004826806515
ieee69,10,15,15,16,1,1,0.1299836727224335,0.0943004826806515
ieee69,10,16,16,17,1,1,0.087076953102736,0.06601033787645427
ieee69,10,17,17,18,1,1,0.030496663494341547,0.03300516893823158
ieee69,10,18,18,19,1,0,0.0,0.0
ieee69,10,19,19,20,1,1,0.0,0.0
ieee69,10,20,20,21,0,1,0.0,0.0
ieee69,10,21,21,22,1,1,0.35768173080772847,0.25508280565117225
ieee69,10,22,22,23,1,1,0.3526838052256487,0.2517822887573473
ieee69,10,23,23,24,1,1,0.3526838052256487,0.2517822887573473
ieee69,10,24,24,25,1,1,0.326279670075067,0.2329221922212188
ieee69,10,25,25,26,1,1,0.326279670075067,0.2329221922212188
ieee69,10,26,26,27,1,1,0.3130776024997761,0.2234921439531501
ieee69,10,27,3,28,1,1,0.0862849416528011,0.06148391470778947
ieee69,10,28,28,29,1,1,0.06176681615582602,0.04394402492918559
ieee69,10,29,29,30,1,1,0.03724869065885983,0.02640413515058171
ieee69,10,30,30,31,1,1,0.03724869065885983,0.02640413515058171
ieee69,10,31,31,32,1,1,0.03724869065885983,0.02640413515058171
ieee69,10,32,32,33,1,1,0.03724869065885983,0.02640413515058171
ieee69,10,33,33,34,1,1,0.024046623083568974,0.016974086882521888
ieee69,10,34,34,35,1,1,0.005658028960837669,0.003772019307222152
ieee69,10,35,3,36,1,1,1.06890597693873,0.8162649780837494
ieee69,10,36,36,37,1,1,1.0443878514417548,0.7987250883051455
ieee69,10,37,37,38,1,1,1.0198697259447886,0.7811851985265506
ieee69,10,38,38,39,1,1,1.0198697259447886,0.7811851985265506
ieee69,10,39,39,40,1,1,0.9972376101014291,0.7651541164708409
ieee69,10,40,40,41,1,1,0.9746054942580695,0.7491230344151223
ieee69,10,41,41,42,1,1,0.9734738884659055,0.748180029588319
ieee69,10,42,42,43,1,1,0.9734738884659055,0.748180029588319
ieee69,10,43,43,44,1,1,0.07393157842163767,0.04960205389002326
ieee69,10,44,44,45,1,1,0.07393157842163767,0.04960205389002326
ieee69,10,45,45,46,1,1,0.03696578921081439,0.02480102694501163
ieee69,10,46,4,47,1,1,1.922010151526905,1.4456633854169798
ieee69,10,47,47,48,1,1,1.922010151526905,1.4456633854169798
ieee69,10,48,48,49,1,1,1.8475127702091942,1.3924779131850862
ieee69,10,49,49,50,1,1,1.510822439450763,1.1336230882266918
ieee69,10,50,8,51,1,1,0.04158651286217285,0.029233149631000543
ieee69,10,51,51,52,1,1,0.003394817376500825,0.0025461130323733983
ieee69,10,52,9,53,1,1,0.051582364026314664,0.03743729162422049
ieee69,10,53,53,54,1,1,0.047527443271047076,0.03413677473039556
ieee69,10,54,54,55,1,1,0.022632115843359557,0.016219683021070352
ieee69,10,55,55,56,1,1,0.0,0.0
ieee69,10,56,56,57,1,1,0.0,0.0
ieee69,10,57,57,58,1,1,0.0,0.0
ieee69,10,58,58,59,0,1,0.0,0.0
ieee69,10,59,59,60,1,1,1.1042639675552568,0.8068719157382187
ieee69,10,60,60,61,1,1,1.1042639675552568,0.8068719157382187
ieee69,10,61,61,62,0,1,0.0,0.0
ieee69,10,62,62,63,1,1,-0.030176154457812743,-0.021689111016547358
ieee69,10,63,63,64,1,1,-0.030176154457812743,-0.021689111016547358
ieee69,10,64,64,65,1,1,-0.24423825014289413,-0.17445589295920882
ieee69,10,65,11,66,1,1,0.033948173765034895,0.024518125496966192
ieee69,10,66,66,67,1,1,0.016974086882521888,0.012259062748487537
ieee69,10,67,12,68,1,1,0.05280827030116342,0.03772019307226593
ieee69,10,68,68,69,1,1,0.02640413515058171,0.018860096536128523
ieee69,10,69,11,43,1,1,-0.8938842810834302,-0.6945230549430281
ieee69,10,70,13,21,1,1,0.4146683134060414,0.3314661966225074
ieee69,10,71,15,46,0,1,0.0,0.0
ieee69,10,72,50,59,1,1,1.1985644502359083,0.8747682632682885
ieee69,10,73,27,65,1,1,0.29987553492448527,0.21406209568509027
ieee69,11,1,1,2,1,1,2.85573242451715,2.667031556159438
ieee69,11,2,2,3,1,1,2.85573242451715,2.667031556159438
ieee69,11,3,3,4,1,1,1.9839612502330795,1.7422048815460744
ieee69,11,4,4,5,1,1,0.27286060788464184,0.19650332714836516
ieee69,11,5,5,6,1,1,0.27286060788464184,0.19650332714836516
ieee69,11,6,6,7,1,1,0.27027895730057594,0.1943188535772311
ieee69,11,7,7,8,1,1,0.23016407899439706,0.16453057760729806
ieee69,11,8,8,9,1,1,0.1119046233937393,0.08013046235913812
ieee69,11,9,9,10,1,1,0.02780239090527381,0.018865908114298335
ieee69,11,10,10,11,0,1,0.0,0.0
ieee69,11,11,11,12,1,1,0.6030882583301178,0.6028154113783213
ieee69,11,12,12,13,1,1,0.4035068093315264,0.459831686722616
ieee69,11,13,13,14,1,1,-0.012915586215198616,0.10535120268034603
ieee69,11,14,14,15,1,1,-0.02085912647385335,0.09989001875252868
ieee69,11,15,15,16,1,1,-0.02085912647385335,0.09989001875252868
ieee69,11,16,16,17,1,1,-0.06603801169492662,0.07010174278258674
ieee69,11,17,17,18,1,1,-0.1256145636348016,0.0353487541509967
ieee69,11,18,18,19,1,1,0.0009929425323296215,0.0005957655193977729
ieee69,11,19,19,20,1,1,0.0009929425323296215,0.0005957655193977729
ieee69,11,20,20,21,0,1,0.0,0.0
ieee69,11,21,21,22,1,1,0.3766231025132605,0.26859095499561114
ieee69,11,22,22,23,1,1,0.37136050709190016,0.265115656132453
ieee69,11,23,23,24,1,1,0.37136050709190016,0.265115656132453
ieee69,11,24,24,25,1,1,0.34355811618662635,0.24525680548582507
ieee69,11,25,25,26,1,1,0.34355811618662635,0.24525680548582507
ieee69,11,26,26,27,1,1,0.329656920733985,0.2353273801625111
ieee69,11,27,3,28,1,1,0.0908542417083158,0.0647398531079979
ieee69,11,28,28,29,1,1,0.06503773586770123,0.0462711220066403
ieee69,11,29,29,30,1,1,0.03922123002708666,0.02780239090527381
ieee69,11,30,30,31,1,1,0.03922123002708666,0.02780239090527381
ieee69,11,31,31,32,1,1,0.03922123002708666,0.02780239090527381
ieee69,11,32,32,33,1,1,0.03922123002708666,0.02780239090527381
ieee69,11,33,33,34,1,1,0.025320034574445316,0.017872965581959832
ieee69,11,34,34,35,1,1,0.005957655193986611,0.003971770129327368
ieee69,11,35,3,36,1,1,0.7809169325757548,0.8600868215053659
ieee69,11,36,36,37,1,1,0.7551004267351402,0.8416180904039994
ieee69,11,37,37,38,1,1,0.7292839208945257,0.8231493593026418
ieee69,11,38,38,39,1,1,0.7292839208945257,0.8231493593026418
ieee69,11,39,39,40,1,1,0.7054533001185792,0.8062693362530027
ieee69,11,40,40,41,1,1,0.6816226793426239,0.7893893132033725
ieee69,11,41,41,42,1,1,0.6804311483038283,0.7883963706710428
ieee69,11,42,42,43,1,1,0.6804311483038283,0.7883963706710428
